family,species_number,species_name,english_name,subspecies,m_mass,m_mass_n,f_mass,f_mass_n,unsexed_mass,unsexed_mass_n,m_wing,m_wing_n,f_wing,f_wing_n,unsexed_wing,unsexed_wing_n,m_tarsus,m_tarsus_n,f_tarsus,f_tarsus_n,unsexed_tarsus,unsexed_tarsus_n,m_bill,m_bill_n,f_bill,f_bill_n,unsexed_bill,unsexed_bill_n,m_tail,m_tail_n,f_tail,f_tail_n,unsexed_tail,unsexed_tail_n,clutch_size,egg_mass,mating_system,display,resource,refs
145,8421,Prunella collaris,Alpine Accentor,collaris,40.8,,38.3,,,,104.6,18,97.4,10.0,,,25.4,15,24.8,4,,,17.4,13,17.4,4.0,,,65.1,17,58.7,7,,,3.5,3.38,,4,1,"9, 31"
145,8425,Prunella montanella,Siberian Accentor,,17.4,3,17.5,1,,,74.6,13,71.7,8.0,,,19.6,12,19.2,8,,,13.5,12,13.3,8.0,,,64.0,12,61.2,8,,,5.0,,,,1,9
145,8426,Prunella ocularis,Radde's Accentor,,22.5,2,,,,,78.1,6,73.5,3.0,,,22.0,6,20.8,3,,,14.2,6,14.3,3.0,,,64.6,5,60.5,3,,,3.5,,,,,9
145,8429,Prunella atrogularis,Black-throated Accentor,huttoni,19.0,6,18.8,5,,,74.9,7,72.2,7.0,,,20.2,4,18.9,3,,,12.6,6,12.3,5.0,,,60.4,5,59.2,3,,,4.04,,,1,1,9
145,8431,Prunella modularis,Hedge Accentor,modularis,21.4,10,21.1,6,,,71.1,78,68.6,48.0,,,20.6,29,20.3,26,,,14.6,27,14.4,23.0,,,57.9,18,57.5,23,,,5.1,2.13,1,1,1,"1, 9, 31"
145,8434,Bubalornis albirostris,White-billed Buffalo-Weaver,,71.0,1,,,,,124.0,13,112.0,10.0,,,27.6,13,26.8,10,,,25.8,13,24.2,10.0,,,107.0,13,91.4,10,,,3.5,5.75,,2,0,"28, 31"
145,8435,Bubalornis niger,Red-billed Buffalo-Weaver,,79.0,2,,,81.3,1,122.0,12,113.0,11.0,,,29.4,12,27.9,11,,,25.1,12,24.4,11.0,,,103.0,12,97.5,11,,,3.3,5.78,,1,0,"28, 31"
145,8436,Dinemellia dinemelli,White-headed Buffalo-Weaver,,68.8,6,71.5,2,,,111.0,11,113.0,12.0,,,28.7,11,29.0,12,,,24.5,11,23.8,12.0,,,76.4,11,75.8,12,,,3.5,4.52,,1,0,"28, 31"
145,8437,Sporopipes frontalis,Speckle-fronted Weaver,,16.0,1,,,17.1,76,64.9,8,66.4,7.0,,,17.1,8,17.2,7,,,12.2,8,12.3,7.0,,,45.4,8,45.7,7,,,3.0,1.26,,1,1,"28, 31"
145,8438,Sporopipes squamifrons,Scaly Weaver,,11.3,2,,,12.3,66,57.7,12,56.6,14.0,,,15.7,12,15.9,14,,,10.9,12,11.2,14.0,,,40.0,12,39.9,14,,,4.1,,,1,1,28
145,8439,Plocepasser mahali,White-browed Sparrow-Weaver,,49.5,13,48.9,13,,,101.0,14,100.0,11.0,,,25.9,14,26.0,11,,,20.4,14,20.1,11.0,,,66.6,14,64.7,11,,,2.5,3.31,,1,0,"28, 31"
145,8440,Plocepasser superciliosus,Chestnut-crowned Sparrow-Weaver,,34.0,1,,,34.0,15,92.3,12,87.1,9.0,,,21.3,12,20.8,9,,,19.0,12,18.3,9.0,,,68.8,12,63.3,9,,,2.0,2.63,,,0,"28, 31"
145,8441,Plocepasser rufoscapulatus,Chestnut-backed Sparrow-Weaver,,46.5,2,39.0,1,,,96.7,10,94.1,7.0,,,21.4,10,20.3,7,,,19.9,10,19.5,7.0,,,65.3,10,64.3,7,,,,,,,0,28
145,8442,Plocepasser donaldsoni,Donaldson-Smith's Sparrow-Weaver,,42.0,2,41.5,1,,,92.4,13,88.0,5.0,,,22.2,13,21.6,5,,,21.4,13,20.6,5.0,,,53.8,13,52.0,5,,,,2.81,,,0,"28, 31"
145,8443,Histurgops ruficauda,Rufous-tailed Weaver,,,,69.0,1,,,124.0,3,121.0,8.0,,,26.7,3,26.5,8,,,23.2,3,22.6,8.0,,,94.7,3,90.6,8,,,2.5,4.18,,,0,"28, 31"
145,8444,Pseudonigrita arnaudi,Grey-headed Social-Weaver,,20.3,4,19.5,4,20.0,54,66.5,12,66.0,12.0,,,17.9,12,17.6,12,,,14.2,12,14.6,12.0,,,35.8,12,35.3,12,,,3.5,1.84,,1,0,"28, 31"
145,8445,Pseudonigrita cabanisi,Black-capped Social-Weaver,,23.0,4,18.5,4,,,67.5,11,65.3,10.0,,,17.0,11,16.6,10,,,16.0,11,15.5,10.0,,,46.9,11,45.4,10,,,3.0,1.86,,1,0,"28, 31"
145,8446,Philetairus socius,Sociable Weaver,,27.5,73,27.3,43,,,74.9,12,74.6,12.0,,,20.1,12,20.2,12,,,17.6,12,17.8,12.0,,,45.6,12,44.3,12,,,3.6,2.57,,1,0,"28, 31"
145,8447,Ploceus bannermani,Bannerman's Weaver,,,,,,31.0,8,78.6,5,76.2,8.0,,,23.4,1,22.7,5,,,18.7,5,19.2,8.0,,,58.0,5,54.4,8,,,2.0,,,,,28
145,8448,Ploceus batesi,Bates's Weaver,,,,,,,,74.0,2,74.0,5.0,,,18.55,2,17.2,5,,,18.9,2,17.8,5.0,,,48.5,2,49.0,5,,,,,,,,28
145,8450,Ploceus baglafecht,Baglafecht Weaver,reichenowi,32.4,52,29.9,56,,,82.2,76,79.5,43.0,,,27.5,72,26.8,44,,,19.0,4,19.2,6.0,,,57.0,4,54.0,3,,,2.0,2.74,,1,1,"28, 31"
145,8451,Ploceus bertrandi,Bertrand's Weaver,,39.0,14,38.4,15,,,83.2,12,79.6,12.0,,,22.4,12,22.0,12,,,21.5,12,21.4,12.0,,,59.5,12,57.8,12,,,2.0,2.34,,,1,"28, 31"
145,8452,Ploceus pelzelni,Slender-billed Weaver,,14.1,28,12.5,18,,,62.3,12,59.5,12.0,,,18.4,12,18.4,12,,,17.5,12,16.8,12.0,,,42.8,12,42.7,12,,,2.5,1.71,,,0,"28, 31"
145,8454,Ploceus luteolus,Little Weaver,,13.7,9,13.1,7,,,61.7,12,60.6,10.0,,,16.1,12,15.7,10,,,14.1,12,13.5,10.0,,,39.1,12,38.2,10,,,2.5,1.7,,1,,"28, 31"
145,8455,Ploceus intermedius,Lesser Masked Weaver,,23.3,50,22.0,42,,,73.3,10,69.2,10.0,,,21.2,10,20.2,10,,,18.0,10,17.0,10.0,,,46.4,10,43.3,10,,,2.3,,,1,0,28
145,8456,Ploceus ocularis,Spectacled Weaver,,29.6,11,25.0,6,,,76.7,24,73.2,24.0,,,24.4,24,23.4,24,,,21.8,24,21.2,24.0,,,63.9,24,62.5,24,,,2.5,2.62,,1,2,"28, 31"
145,8457,Ploceus nigricollis,Black-necked Weaver,,28.0,5,27.0,6,,,76.6,55,73.3,38.0,,,22.0,55,21.2,38,,,19.8,55,19.0,38.0,,,56.5,55,54.5,38,,,2.0,2.32,,,,"28, 31"
145,8458,Ploceus melanogaster,Black-billed Weaver,,23.2,17,22.6,9,,,70.7,30,68.0,12.0,,,21.5,30,20.9,12,,,20.0,30,19.7,12.0,,,52.2,30,51.3,12,,,2.0,2.74,,,,"28, 31"
145,8459,Ploceus alienus,Strange Weaver,,22.8,2,21.1,2,,,69.9,12,68.9,12.0,,,20.2,12,19.3,12,,,19.2,12,18.9,12.0,,,52.3,12,52.2,12,,,2.0,2.59,,,2,"28, 31"
145,8460,Ploceus temporalis,Bocage's Weaver,,,,,,35.7,3,83.4,13,76.5,4.0,,,22.5,13,20.9,4,,,18.6,13,17.9,4.0,,,49.9,13,45.0,4,,,2.3,,,,0,28
145,8461,Ploceus capensis,Cape Weaver,,47.9,57,40.4,46,,,91.5,20,85.0,10.0,,,26.8,20,25.5,10,,,24.0,20,22.9,10.0,,,60.3,20,56.2,10,,,2.6,3.69,,1,0,"28, 31"
145,8462,Ploceus subaureus,African Golden-Weaver,,35.0,22,26.4,24,,,84.3,13,77.1,11.0,,,23.1,13,21.1,11,,,21.0,13,19.6,11.0,,,59.5,13,54.9,11,,,2.4,2.82,,1,0,"28, 31"
145,8463,Ploceus xanthops,Holub's Golden-Weaver,,46.0,6,39.0,5,,,92.2,12,85.2,11.0,,,25.8,12,24.5,11,,,22.5,12,21.7,11.0,,,70.2,12,65.1,11,,,2.0,3.41,,1,0,"28, 31"
145,8464,Ploceus princeps,Principe Golden-Weaver,,,,,,31.2,1,87.3,10,81.0,2.0,,,23.0,10,21.45,2,,,24.5,10,23.65,2.0,,,55.5,10,51.0,2,,,1.5,,,1,0,28
145,8465,Ploceus aurantius,Orange Weaver,,23.7,10,25.0,1,,,71.5,12,65.8,12.0,,,18.0,12,16.9,12,,,17.7,12,16.6,12.0,,,43.8,12,39.6,12,,,2.0,2.22,,,0,"28, 31"
145,8466,Ploceus bojeri,Golden Palm Weaver,,25.5,37,19.7,14,,,76.1,12,65.8,12.0,,,22.0,12,18.6,12,,,17.8,12,17.1,12.0,,,53.1,12,44.4,12,,,2.0,2.29,,1,0,"28, 31"
145,8467,Ploceus castaneiceps,Taveta Golden Weaver,,,,18.5,3,,,76.4,8,69.7,9.0,,,22.1,8,20.2,9,,,18.9,8,17.3,9.0,,,52.4,8,47.0,9,,,3.0,2.63,,,0,"28, 31"
145,8468,Ploceus xanthopterus,Southern Brown-throated Weaver,,25.1,394,19.2,342,,,72.8,384,64.9,322.0,,,22.1,4,19.3,4,,,18.3,150,17.0,142.0,,,47.5,150,42.9,142,,,2.4,2.37,,,0,"28, 31"
145,8469,Ploceus castanops,Northern Brown-throated Weaver,,23.5,28,19.5,13,,,73.2,12,65.4,8.0,,,22.4,12,20.6,8,,,19.6,12,18.0,8.0,,,47.1,12,42.8,8,,,2.5,2.33,,,0,"28, 31"
145,8471,Ploceus galbula,Rueppell's Weaver,,23.8,9,18.1,5,,,73.1,8,69.0,2.0,,,19.9,8,18.55,2,,,17.8,8,16.9,2.0,,,46.6,8,45.0,2,,,2.5,2.14,,,0,"28, 31"
145,8472,Ploceus heuglini,Heuglin's Masked-Weaver,,23.9,5,35.0,1,23.2,12,74.1,11,68.5,2.0,,,19.9,11,19.0,2,,,19.0,11,17.55,2.0,,,43.5,11,41.0,2,,,2.2,2.35,,1,1,"28, 31"
145,8473,Ploceus taeniopterus,Northern Masked-Weaver,,,,,,,,72.2,9,65.2,8.0,,,21.3,9,18.3,8,,,18.6,9,17.2,8.0,,,46.0,9,42.1,8,,,2.5,2.2,,,0,"28, 31"
145,8475,Ploceus vitellinus,Vitelline Masked-Weaver,,20.0,1,,,,,70.1,7,65.6,5.0,,,19.8,7,18.0,5,,,17.2,7,16.4,5.0,,,43.6,7,42.3,5,,,2.4,1.9,,1,0,"28, 31"
145,8476,Ploceus velatus,Southern Masked-Weaver,tahatali,28.1,73,24.5,35,,,79.7,26,72.7,26.0,,,23.75,2,22.75,2,,,15.25,2,15.25,2.0,,,53.5,4,,,,,2.5,,,1,0,28
145,8477,Ploceus katangae,Katanga Masked-Weaver,upembae,20.0,9,16.5,2,,,67.8,3,62.5,,,,20.0,1,,,,,18.0,3,,,,,45.0,1,,,,,1.8,,,,0,28
145,8479,Ploceus reichardi,Tanzania Masked-Weaver,,,,,,,,69.6,13,64.0,1.0,,,21.0,13,19.0,1,,,16.7,13,15.5,1.0,,,44.8,13,40.0,1,,,2.5,,,1,0,28
145,8480,Ploceus cucullatus,Village Weaver,,41.3,621,33.8,708,,,88.7,10,77.4,10.0,,,23.8,10,21.7,10,,,20.8,10,18.3,10.0,,,53.4,10,46.2,10,,,2.3,3.09,4,1,0,"1, 28, 31"
145,8481,Ploceus grandis,Giant Weaver,,,,,,63.5,4,112.0,7,106.0,6.0,,,28.9,7,28.0,6,,,31.5,7,30.1,6.0,,,72.1,7,67.3,6,,,1.5,,,1,1,28
145,8482,Ploceus spekei,Speke's Weaver,,38.3,44,32.1,26,,,82.9,9,79.6,7.0,,,21.5,9,20.5,7,,,20.9,9,20.5,7.0,,,46.8,9,46.3,7,,,2.1,3.0,,1,0,"28, 31"
145,8483,Ploceus spekeoides,Fox's Weaver,,,,,,,,74.3,9,71.5,7.0,,,21.1,9,20.2,7,,,21.5,9,21.0,7.0,,,38.7,9,37.0,7,,,,,,,0,28
145,8484,Ploceus nigerrimus,Vieillot's Black Weaver,,37.5,13,44.0,1,30.8,7,83.3,12,77.5,12.0,,,21.3,12,20.3,12,,,21.3,12,20.2,12.0,,,53.6,12,50.8,12,,,2.0,,,1,0,"1, 28"
145,8485,Ploceus weynsi,Weyns's Weaver,,30.9,31,27.3,28,,,80.6,12,74.0,12.0,,,20.5,12,19.1,12,,,20.2,12,19.3,12.0,,,47.3,12,43.9,12,,,,,,,0,28
145,8486,Ploceus golandi,Clarke's Weaver,,24.6,17,22.5,16,,,73.8,4,71.0,4.0,,,20.6,4,18.9,3,,,19.0,4,17.8,3.0,,,44.8,4,44.3,3,,,,,,,0,28
145,8487,Ploceus melanocephalus,Black-headed Weaver,dimidiatus,28.7,57,26.7,35,,,,,,,,,,,,,,,,,,,,,50.1,12,42.7,10,,,2.5,2.1,,1,0,"28, 31"
145,8488,Ploceus dicrocephalus,Salvadori's Weaver,,,,18.5,2,,,73.0,8,66.4,5.0,,,20.3,8,18.8,5,,,17.9,8,16.2,5.0,,,49.3,8,45.6,5,,,2.0,,,,0,28
145,8489,Ploceus jacksoni,Golden-backed Weaver,,26.7,38,27.4,22,,,75.7,12,70.8,12.0,,,20.3,12,19.3,12,,,17.5,12,16.8,12.0,,,49.0,12,47.4,12,,,2.5,2.36,,,0,"28, 31"
145,8490,Ploceus badius,Cinnamon Weaver,,,,,,,,73.1,12,66.0,5.0,,,20.2,12,17.7,5,,,17.9,12,17.4,5.0,,,46.8,12,40.8,5,,,2.5,2.99,,1,0,"28, 31"
145,8491,Ploceus rubiginosus,Chestnut Weaver,,32.4,15,28.0,8,,,82.5,12,75.3,12.0,,,21.3,12,20.0,12,,,20.4,12,19.1,12.0,,,56.1,12,50.2,12,,,2.9,2.9,,1,0,"28, 31"
145,8493,Ploceus tricolor,Yellow-mantled Weaver,,37.4,7,35.5,3,,,87.3,12,81.8,10.0,,,19.1,12,18.7,10,,,20.2,12,20.2,10.0,,,52.1,12,48.9,10,,,,3.12,,1,0,"28, 31"
145,8494,Ploceus albinucha,Maxwell's Black Weaver,,28.0,1,25.5,1,,,80.5,11,77.4,12.0,,,18.1,11,17.4,12,,,19.6,11,19.3,12.0,,,47.2,11,45.9,12,,,,,,,0,28
145,8498,Ploceus manyar,Streaked Weaver,,17.4,2,,,,,71.2,19,68.2,5.0,,,22.0,9,20.8,5,,,19.1,9,18.3,5.0,,,42.9,9,41.9,5,,,2.5,2.32,,2,0,"13, 28, 31"
145,8499,Ploceus philippinus,Baya Weaver,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,4,,,"1, 31"
145,8502,Ploceus bicolor,Forest Weaver,,,,,,40.5,2,88.2,12,85.1,12.0,,,23.6,12,23.2,12,,,22.1,12,21.6,12.0,,,61.0,12,58.8,12,,,3.0,2.79,,1,2,"28, 31"
145,8503,Ploceus preussi,Preuss's Weaver,,31.7,1,31.4,1,,,83.0,18,78.9,18.0,,,20.3,18,19.4,18,,,18.4,18,17.1,18.0,,,45.3,18,41.9,18,,,,,,,2,28
145,8504,Ploceus dorsomaculatus,Yellow-capped Weaver,,,,,,,,79.6,7,77.0,6.0,,,20.8,7,19.6,6,,,18.6,7,18.1,6.0,,,49.4,7,48.2,6,,,,,,,1,28
145,8505,Ploceus nicolli,Usambara Weaver,,31.8,2,28.0,3,,,85.0,4,84.0,5.0,,,19.9,4,19.1,5,,,19.7,4,18.7,5.0,,,48.0,4,46.5,5,,,,,,,1,28
145,8506,Ploceus olivaceiceps,Olive-headed Weaver,,22.3,11,19.6,8,,,84.6,10,77.8,6.0,,,19.8,10,18.5,6,,,18.8,10,18.1,6.0,,,44.8,10,42.8,6,,,2.5,,,,2,28
145,8507,Ploceus insignis,Brown-capped Weaver,,28.5,6,26.5,6,,,82.7,12,79.4,12.0,,,20.1,12,19.9,12,,,17.7,12,17.6,12.0,,,47.8,12,46.5,12,,,2.0,2.78,,1,1,"28, 31"
145,8508,Ploceus angolensis,Bar-winged Weaver,,,,,,,,84.5,4,81.8,4.0,,,18.9,4,18.8,4,,,18.6,4,18.2,4.0,,,44.3,4,43.5,4,,,2.0,2.52,,,2,"28, 31"
145,8509,Ploceus sanctithomae,Sao Tome Weaver,,,,,,22.0,3,79.7,7,72.6,5.0,,,23.2,7,21.1,5,,,20.3,7,18.8,5.0,,,48.8,7,45.6,5,,,1.0,,,1,,28
145,8510,Pachyphantes superciliosus,Compact Weaver,,19.6,2,21.8,3,,,68.6,11,67.3,13.0,,,18.4,11,18.5,13,,,18.2,11,18.1,13.0,,,43.9,11,43.5,13,,,3.5,,,3,2,28
145,8512,Malimbus coronatus,Red-crowned Malimbe,,,,,,,,86.2,10,83.8,9.0,,,21.8,10,20.9,9,,,18.7,10,18.0,9.0,,,53.1,10,53.2,9,,,2.0,,,2,1,28
145,8513,Malimbus cassini,Black-throated Malimbe,,,,,,,,90.7,9,89.0,5.0,,,21.8,9,22.2,5,,,20.0,9,19.2,5.0,,,51.9,9,53.4,5,,,2.0,,,,0,28
145,8514,Malimbus ballmanni,Ballmann's Malimbe,,,,,,,,89.5,10,88.0,7.0,,,21.25,8,20.75,5,,,17.0,8,16.75,5.0,,,60.5,10,62.0,7,,,,,,1,,28
145,8515,Malimbus racheliae,Rachel's Malimbe,,,,,,,,79.6,8,79.2,7.0,,,20.2,8,20.3,7,,,18.7,8,18.3,7.0,,,46.2,8,45.4,7,,,,,,,1,28
145,8516,Malimbus scutatus,Red-vented Malimbe,,30.0,3,30.0,3,,,90.8,10,88.7,10.0,,,23.0,10,22.2,10,,,19.3,10,19.3,10.0,,,53.4,10,50.7,10,,,2.0,2.68,,,2,"28, 31"
145,8517,Malimbus ibadanensis,Ibadan Malimbe,,41.8,5,36.3,6,,,93.5,8,87.5,9.0,,,24.0,1,23.5,2,,,22.0,8,21.0,9.0,,,54.0,8,52.0,9,,,1.5,2.72,,,2,"28, 31"
145,8518,Malimbus erythrogaster,Red-bellied Malimbe,,,,,,,,92.5,2,89.0,2.0,,,23.5,2,23.5,2,,,23.0,2,23.5,2.0,,,52.5,2,52.5,2,,,,,,,,28
145,8519,Malimbus nitens,Gray's Malimbe,,42.6,8,33.6,11,,,89.8,10,81.8,10.0,,,23.1,10,22.1,10,,,23.2,10,22.1,10.0,,,56.4,10,52.5,10,,,1.92,3.14,,1,0,"28, 31"
145,8520,Malimbus malimbicus,Crested Malimbe,,36.0,1,32.0,2,,,84.0,10,78.6,10.0,,,22.4,10,21.1,10,,,20.9,10,20.1,10.0,,,58.0,10,52.8,10,,,1.5,3.28,,,,"28, 31"
145,8521,Malimbus rubricollis,Red-headed Malimbe,,60.0,1,54.0,2,,,106.0,10,103.0,10.0,,,26.0,10,24.7,10,,,24.2,10,24.0,10.0,,,63.9,10,61.8,10,,,2.0,3.05,,,2,"28, 31"
145,8522,Anaplectes rubriceps,Red-headed Weaver,,22.0,1,,,,,84.3,10,78.7,10.0,,,20.9,10,19.6,10,,,19.8,10,18.0,10.0,,,49.3,10,47.9,10,,,2.6,2.11,,1,1,"28, 31"
145,8523,Brachycope anomala,Bob-tailed Weaver,,25.3,3,,,,,60.6,28,57.8,11.0,,,21.2,28,20.0,11,,,14.8,28,14.0,11.0,,,30.0,28,28.9,11,,,3.0,,,,,28
145,8524,Quelea cardinalis,Cardinal Quelea,,12.5,13,12.9,19,,,58.8,12,56.5,11.0,,,16.3,12,15.2,11,,,13.7,12,13.2,11.0,,,32.2,12,30.1,11,,,3.0,1.39,,1,0,"28, 31"
145,8525,Quelea erythrops,Red-headed Quelea,,21.1,36,17.7,63,,,64.2,12,60.9,12.0,,,18.3,12,17.1,12,,,15.5,12,15.0,12.0,,,34.2,12,31.4,12,,,2.5,1.78,,1,0,"28, 31"
145,8526,Quelea quelea,Red-billed Quelea,,19.6,1164,17.9,30,,,66.0,12,64.2,12.0,,,17.8,12,17.6,12,,,15.1,12,14.6,12.0,,,37.9,12,35.8,12,,,2.8,1.78,,1,0,"28, 31"
145,8533,Euplectes afer,Yellow-crowned Bishop,,14.7,81,14.2,41,,,57.5,42,55.6,11.0,,,18.1,42,17.2,11,,,14.0,42,13.5,11.0,,,34.5,42,33.5,11,,,3.1,1.39,,2,0,"28, 31"
145,8534,Euplectes diadematus,Fire-fronted Bishop,,14.0,6,13.5,2,,,60.3,20,56.5,4.0,,,19.4,20,18.2,4,,,13.1,20,12.1,4.0,,,34.5,20,34.7,4,,,3.5,1.38,,1,0,"28, 31"
145,8535,Euplectes gierowii,Black Bishop,,29.6,17,27.0,7,,,87.0,51,75.3,20.0,,,27.0,51,24.9,20,,,19.2,51,18.4,20.0,,,62.0,51,53.1,20,,,3.0,,,,1,28
145,8536,Euplectes hordeaceus,Black-winged Bishop,,25.5,14,19.6,7,,,75.7,137,66.6,87.0,,,22.4,137,21.0,87,,,17.1,137,16.3,87.0,,,46.0,137,39.0,87,,,3.0,1.83,,3,1,"28, 31"
145,8537,Euplectes franciscanus,Orange Bishop,,17.0,30,,,,,62.9,94,56.2,65.0,,,19.7,94,18.3,65,,,14.2,94,13.8,65.0,,,36.5,94,32.9,65,,,3.0,,,,2,28
145,8538,Euplectes orix,Red Bishop,,25.5,704,20.7,445,,,70.6,257,64.8,118.0,,,21.5,257,19.5,118,,,15.4,257,14.5,118.0,,,40.2,257,36.4,118,,,3.0,1.66,4,3,0,"1, 28, 31"
145,8539,Euplectes nigroventris,Zanzibar Bishop,,13.6,1,10.8,2,,,58.8,58,53.9,24.0,,,18.1,58,17.1,24,,,13.9,58,13.4,24.0,,,35.4,58,31.5,24,,,2.4,1.4,,3,0,"28, 31"
145,8540,Euplectes aureus,Golden-backed Bishop,,,,,,,,68.5,30,63.7,12.0,,,22.1,30,20.5,12,,,17.2,30,16.4,12.0,,,42.3,30,38.1,12,,,2.5,,,3,0,28
145,8541,Euplectes capensis,Yellow Bishop,,37.5,67,30.4,68,,,85.0,82,73.4,11.0,,,25.6,82,23.4,11,,,19.8,82,17.6,11.0,,,61.3,82,50.2,11,,,3.0,2.6,,,2,"28, 31"
145,8542,Euplectes axillaris,Fan-tailed Widowbird,,29.5,268,22.0,406,,,88.8,38,68.0,16.0,,,25.0,38,21.6,16,,,18.2,38,16.5,16.0,,,75.5,20,44.9,16,,,2.8,2.09,,1,1,"28, 31"
145,8543,Euplectes macrourus,Yellow-shouldered Widowbird,,22.0,8,19.7,8,,,80.3,50,67.6,59.0,,,23.5,50,21.0,59,,,16.9,50,15.6,59.0,,,107.0,50,50.8,59,,,1.9,2.08,,1,1,"28, 31"
145,8544,Euplectes albonotatus,White-winged Widowbird,,23.2,31,19.1,21,,,76.0,32,66.1,22.0,,,22.0,32,19.9,22,,,15.8,32,14.8,22.0,,,84.5,28,45.0,22,,,2.6,1.76,,1,1,"28, 31"
145,8545,Euplectes ardens,Red-collared Widowbird,,22.7,187,19.7,211,,,74.4,77,64.6,69.0,,,22.4,77,20.6,69,,,15.4,77,14.8,69.0,,,228.0,55,44.2,69,,,2.2,1.88,,2,1,"28, 31"
145,8546,Euplectes hartlaubi,Marsh Widowbird,,,,,,,,109.0,27,83.7,28.0,,,28.9,27,25.5,28,,,19.7,27,17.9,28.0,,,177.0,13,64.2,28,,,2.0,2.75,,,1,"28, 31"
145,8547,Euplectes psammocromius,Buff-shouldered Widowbird,,,,,,,,103.0,19,79.2,9.0,,,28.0,19,24.7,9,,,18.7,19,17.2,9.0,,,247.0,11,56.3,9,,,2.0,,,4,1,28
145,8548,Euplectes progne,Long-tailed Widowbird,,41.6,29,32.0,32,,,138.0,82,90.8,28.0,,,28.6,82,28.5,28,,,19.0,82,17.5,28.0,,,411.0,82,62.3,28,,,2.1,2.7,,1,0,"28, 31"
145,8549,Euplectes jacksoni,Jackson's Widowbird,,42.7,212,29.7,80,,,89.9,56,77.6,21.0,,,29.5,56,26.4,21,,,18.3,56,17.0,21.0,,,212.0,26,52.0,21,,,3.0,2.7,,3,0,"28, 31"
145,8550,Anomalospiza imberbis,Parasitic Weaver,,17.4,2,,,,,65.6,29,63.7,7.0,,,16.3,26,16.1,7,,,11.6,26,11.3,7.0,,,38.7,56,37.5,31,,,2.9,1.31,,1,1,"28, 31"
145,8551,Amblyospiza albifrons,Grosbeak Weaver,,38.5,7,36.3,3,,,96.7,10,88.5,10.0,,,23.2,10,21.5,10,,,23.7,10,21.8,10.0,,,65.3,10,60.7,10,,,3.0,3.31,,3,0,"28, 31"
145,8552,Parmoptila rubrifrons,Jameson's Antpecker,,9.2,19,9.8,13,,,50.2,10,50.3,10.0,,,15.0,10,15.1,10,,,11.8,10,11.9,10.0,,,40.4,10,40.3,10,,,,,,,1,28
145,8553,Parmoptila woodhousei,Woodhouse's Antpecker,,9.5,1,,,,,50.5,10,50.5,10.0,,,14.6,10,14.8,10,,,11.9,10,11.8,10.0,,,38.6,10,38.2,10,,,4.0,0.77,,,,"28, 31"
145,8554,Nigrita fusconota,White-breasted Negrofinch,,8.5,4,,,9.0,9,52.6,10,51.0,8.0,,,13.7,10,14.1,8,,,11.7,10,11.3,8.0,,,44.2,10,40.8,8,,,4.5,0.88,,,2,"28, 31"
145,8555,Nigrita bicolor,Chestnut-breasted Negrofinch,,10.7,6,10.2,4,,,54.9,10,54.5,8.0,,,14.4,10,14.1,8,,,11.1,10,11.1,8.0,,,42.1,10,41.6,8,,,3.5,0.98,,,1,"28, 31"
145,8556,Nigrita luteifrons,Pale-fronted Negrofinch,,13.0,1,,,,,58.7,10,57.9,10.0,,,,,,,,,11.2,10,11.4,10.0,,,37.8,10,37.4,10,,,4.0,1.17,,,2,"28, 31"
145,8557,Nigrita canicapilla,Grey-headed Negrofinch,,18.2,4,19.2,4,,,70.1,10,69.8,10.0,,,17.1,10,16.6,10,,,14.6,10,14.4,10.0,,,48.9,10,48.2,10,,,4.5,1.75,,1,1,"28, 31"
145,8558,Nesocharis shelleyi,Fernando Po Oliveback,,8.0,2,,,6.5,4,44.5,10,44.1,8.0,,,13.5,10,13.8,8,,,10.2,10,9.9,8.0,,,25.0,10,24.8,8,,,3.0,0.75,,,1,"28, 31"
145,8559,Nesocharis ansorgei,White-collared Oliveback,,8.4,5,8.3,3,,,51.0,1,,,,,13.5,1,,,,,11.0,1,,,,,39.0,1,,,,,2.8,0.92,,1,,"28, 31"
145,8560,Nesocharis capistrata,Grey-headed Oliveback,,,,,,,,57.3,9,56.5,9.0,,,16.7,9,16.5,9,,,11.6,9,11.3,9.0,,,46.2,9,45.7,9,,,4.0,,,,1,28
145,8561,Pytilia phoenicoptera,Red-winged Pytilia,phoenicoptera,15.0,5,13.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,,1,1,"28, 31"
145,8562,Pytilia lineata,Lineated Pytilia,,,,,,14.3,99,59.3,3,,,,,16.0,3,,,,,13.2,3,,,,,38.7,3,,,,,,,,1,,28
145,8563,Pytilia afra,Orange-winged Pytilia,,16.5,6,16.6,7,,,60.5,10,60.1,10.0,,,15.0,10,15.1,10,,,12.5,10,12.1,10.0,,,35.7,10,35.0,10,,,3.0,1.25,,,1,"28, 31"
145,8564,Pytilia melba,Green-winged Pytilia,melba,15.5,280,15.4,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,,1,,"28, 31"
145,8565,Pytilia hypogrammica,Red-faced Pytilia,,14.3,1,,,,,58.3,10,56.4,10.0,,,15.4,10,15.1,10,,,12.9,10,12.8,10.0,,,37.0,10,36.2,10,,,3.5,1.05,,1,1,"28, 31"
