id,bcr,aou_52,commonname,scientificname,introduced,bd_g,bd_g_s,bd_g_area,bd_g_com,globalpopest,ps_g,ps_g_s,ps_g_com1,ps_g_com2,ps_g_com3,pt_r,pt_r_s,pt_r_com,tb_r,tb_r_s,tb_r_com,rd_b,rd_b_s,rd_b_com,ppop,ppop_s,substshared,rcs_b,rc,ucc,tnc,tnc_group,cbsd,action,rs,ucs
876.0,,,landbird,Trogoniformes,Trogonidae,,0,1,1,1.0,PM,,,,4,200000.0,Gomez-Panjabi,,1.0,< 500,PIFSC-16,,3,694383,,,3,650307.0,Natureserve 3.0,Maps look okay.,3,PIFTC-02,TB=3 is good; widespread in pine oak forest in northern mexico; then semideciduous forest in tropical mexico; similar to other generalist forest-dependent  birds; only a ripairan obligate in extreme northern range; SE AZ is very small part of range (AP);,3,PIFTC-02,requires forest
877.0,,,landbird,Trogoniformes,Trogonidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,376140,,,3,376140.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
879.0,,,landbird,Trogoniformes,Trogonidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,6843.75,,,5,6843.75,NatureServe,,4,PIF CAW 2014,occure en alturas mas bajas donde no esta protegida y esta convertiendo habitat a campos,4,PIF CAW 2014,occure en alturas mas bajas donde no esta protegida y esta convertiendo habitat a campos
881.0,,,landbird,Trogoniformes,Trogonidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,3,496513,,,3,496513.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
882.0,,,landbird,Trogoniformes,Trogonidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,4,149616,,,4,149616.0,Natureserve 3.0,,5,MX-NSAC,En Costa Rica esta mejor protegida (PIF CAW),5,MX-NSAC,loss of habitats at lower elevations
889.0,,,landbird,Coraciiformes,Momotidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,3,347967,,,3,347967.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,primary forest
890.0,,,landbird,Coraciiformes,Momotidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,99448,,,4,99448.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid forest specialist
896.0,,,landbird,Coraciiformes,Momotidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,176925,,,4,176925.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,primary forest
897.0,,,landbird,Coraciiformes,Momotidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,2,2873630,,,2,2873630.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
903.0,,,landbird,Coraciiformes,Alcedinidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,1,8601458,,,1,8601458.0,NatureServe,,5,PIF CAW 2014,puede ser suseptible a pesticidias y contaminación de aguas y peces; plantaciones de palma de aceite son una amenaza; no ocupa áreas que parecen adecuadas,5,PIF CAW 2014,
905.0,,,landbird,Piciformes,Bucconidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,236047,,,4,236047.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
907.0,,,landbird,Piciformes,Bucconidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,197712,,,4,197712.0,NatureServe,,4,PIF CAW 2014,ganadería,4,PIF CAW 2014,
909.0,,,landbird,Piciformes,Bucconidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,515089,,,3,515089.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,primary forest
911.0,,,landbird,Piciformes,Bucconidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,174767,,,4,174767.0,NatureServe,,3,PIF CAW 2014,por avances en la frontera de agricola,3,PIF CAW 2014,
912.0,,,landbird,Piciformes,Bucconidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,1,4934190,,,1,4934190.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
913.0,,,landbird,Piciformes,Galbulidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,50568,,,5,50568.0,NatureServe,,3,PIF CAW 2014,avances a la frontera de agricultura; ganadería,3,PIF CAW 2014,
915.0,,,landbird,Piciformes,Galbulidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,1,5691642,,,1,5691642.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
916.0,,,landbird,Piciformes,Capitonidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,133555,,,4,133555.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
917.0,,,landbird,Piciformes,Capitonidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,233387,,,4,233387.0,NatureServe,,4,PIF CAW 2014,no esta tan amenazada en costa rica,4,PIF CAW 2014,
918.0,,,landbird,Piciformes,Semnornithidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,15934,,,5,15934.0,NatureServe,,4,PIF CAW 2014,cambio climatica; perdida de habitat,4,PIF CAW 2014,
919.0,,,landbird,Piciformes,Ramphastidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,possibly PS=3; but probably near threshold,,,,,3,999355,,,3,999355.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,uses coffee plantations and primary and secondary forest
921.0,,,landbird,Piciformes,Ramphastidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,18678,,,5,18678.0,NatureServe,,3,PIF CAW 2014,requiere arboles con cavidades,2,PIF CAW 2014,
922.0,,,landbird,Piciformes,Ramphastidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,145446,,,4,145446.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
923.0,,,landbird,Piciformes,Ramphastidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,678276,,,3,678276.0,Natureserve 3.0,,4,MX-NSAC,,3,MX-NSAC,requires forest
928.0,,,landbird,Piciformes,Picidae,,1,1,1,0.0,PM,,,,4,69000.0,PIF BBS-based calculation 2016,,1.0,69;000,rounded BBS-based calc,,2,1450667,,Reduced by 30%; BNA more accurately reflects restricted; drier; lower elevation of this species similar to the distribution of ponderosa pine than NS,3,638010.0,Natureserve 3.0,Again; the BNA description is more accurate. The the core of the ND is more restricted but may have a wider; sporadic distribution than BD- 'generally winters within southern portion of breeding range north to sw. Oregon; central Utah; and central Colorad,4,PIFTC-02,are threats really that high across range? (KR); benefit from fire; if old stuff left.  Riparian areas may be sinks.  DP - fire management issues will only get worse; Krueper; Dave: With climate change and increased intensity of fires (stand replacement),3,PIFTC-02,
931.0,,,landbird,Piciformes,Picidae,,1,1,0,0.0,PM,,,,3,1600000.0,PIF BBS-based calculation 2016,,1.0,1;600;000,rounded BBS-based calc,,1,4664275,,Reduced by 10%; NS and BNA maps fairly similar.,2,3342646.0,Natureserve 3.0,,3,PIFTC-02,DD='moderately vulnerable to human activities and land use.'  BNA supports that  population likely to decline in future if trends and habitat threats continue.  Facing habitat loss and degradation due to firewood cutting; clearcutting; ag development; riv,3,PIFTC-02,DD='moderately vulnerable to human activities and land use.'  BNA supports that population likely to decline in future if trends and habitat threats continue.  Facing habitat loss and degradation due to firewood cutting; clearcutting; ag development; rive
933.0,,,landbird,Piciformes,Picidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,15303,,,5,15303.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
934.0,,,landbird,Piciformes,Picidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi.  PIF CAW 2016,Bajas densidades en Guate (CAW);,,,,,3,487318,,,3,487318.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,humid forest; but uses clearings
939.0,,,landbird,Piciformes,Picidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,126436,,,4,126436.0,Natureserve 3.0,,3,MX-NSAC,,2,MX-NSAC,forest
963.0,,,landbird,Piciformes,Picidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,685012,,,3,685012.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
964.0,,,landbird,Piciformes,Picidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,92899,,,4,92899.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
965.0,,,landbird,Piciformes,Picidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,5400,,,5,5400.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
966.0,,,landbird,Piciformes,Picidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,1,8619875,,,1,8619875.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
973.0,,,landbird,Piciformes,Picidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,297051,,,4,297051.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
974.0,,,landbird,Piciformes,Picidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,Rango pequeño (CAW); score change from 5 to 4 recommended by Central Americans in 2016,,,,,3,394772,,,3,394772.0,Natureserve 3.0,,4,MX-NSAC,humid evergreen and semi-deciduous forest interior specialist; requires large trees.,4,MX-NSAC,moderate habitat loss
977.0,,,landbird,Piciformes,Picidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,273669,,,4,273669.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
979.0,,,landbird,Piciformes,Picidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,892720,,,3,892720.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
983.0,,,landbird,Falconiformes,Falconidae,,0,0,1,1.0,R,,,,3,,Gomez-Panjabi,in suitable habitat in Manu; occurs in 1.5 pairs (3 birds) per sq km (Terborgh et al. 1990) -- thus only 166;666 sq of suitable habitat are needed to assign pop size of PS=3; and only 1;666;666 sq km of suitable habitat are need to assign PS=2 (~13% of ma,,,,,1,12428019,,,1,12428019.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,uses primary forest
984.0,,,landbird,Falconiformes,Falconidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,1,5314861,,,1,5314861.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
986.0,,,landbird,Falconiformes,Falconidae,,0,0,1,1.0,R,,,,3,,K. Rosenberg 2017,Common bird throughout Amazonia -- PS has to be greater than 4 (KVR),,,,,1,8108594,,,1,8108594.0,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,extirpated
997.0,,,landbird,Falconiformes,Falconidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,2,3258144,,,2,3258144.0,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,requires large tracts of primary forest
1001.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,2,3987705,,,2,3987705.0,NatureServe,,5,PIF CAW 2014,,5,PIF CAW 2014,
1002.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,8033,,,5,8033.0,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,
1006.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,3,,Gomez-Panjabi,,,,,,4,269782,,,4,269782.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,habitat loss
1011.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,166142,,,4,166142.0,NatureServe,,5,PIF CAW 2014,trafica; pérdida de hábitat,4,PIF CAW 2014,pérdida de hábitat
1012.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,1,8100835,,,1,8100835.0,NatureServe,,5,PIF CAW 2014,trafica; pérdida de hábitat,4,PIF CAW 2014,pérdida de hábitat
1013.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,1,6738139,,,1,6738139.0,Natureserve 3.0,Amazonian range looks generous,5,MX-NSAC,,5,MX-NSAC,habitat loss; capture for trade
1015.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,1,7804572,,,1,7804572.0,NatureServe,,5,PIF CAW 2014,trafica; pérdida de hábitat,4,PIF CAW 2014,pérdida de hábitat
1016.0,,,landbird,Psittaciformes,Psittacidae,,0,1,1,1.0,R,,,,4,200000.0,PIFTC-02,,1.0,<2500,PIFSC-16,,4,240229,,,4,240229.0,Natureserve 3.0,,4,PIFTC-02,,4,PIFTC-02,capture for trade; habitat loss
1017.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,5,,PIF CAW 2016,Se estimaron menos de 25;000 (CAW); score change from 4 to 5 recommended by Central Americans in 2016,,,,,4,90946,,,4,90946.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss; capture for trade
1025.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,250873,,,4,250873.0,Natureserve 3.0,long narrow range,4,MX-NSAC,,3,MX-NSAC,habitat loss
1028.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,3,304179,,,3,304179.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1031.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,17259,,,5,17259.0,NatureServe,,5,PIF CAW 2014,,5,PIF CAW 2014,
1032.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,very uncommon within range (CAW);,,,,,4,130171,,,4,130171.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1033.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,3,429519,,,3,429519.0,Natureserve 3.0,range looks too long for a 5,4,MX-NSAC,,4,MX-NSAC,capture for trade; habitat loss
1034.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,200410,,,4,200410.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1036.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,459574,,,3,459574.0,Natureserve 3.0,range similar in size to Br-hooded,3,MX-NSAC,,3,MX-NSAC,capture for trade; habitat loss
1038.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,130865,,,4,130865.0,Natureserve 3.0,,4,MX-NSAC,global score should reflect regional experts' opinion.,3,MX-NSAC,capture for trade; habitat loss
1046.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,3,,Gomez-Panjabi,,,,,,3,856942,,,3,856942.0,Natureserve 3.0,NS shows tiny range in S.Am.,4,MX-NSAC,global score should reflect regional experts' opinion.,3,MX-NSAC,capture for trade; habitat loss
1047.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,3,,Gomez-Panjabi,,,,,,1,7180018,,,1,7180018.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,primary forest; capture for trade
1048.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,probably less than 50;000 birds remaining; split from south american pops; split supported by AOU,,,,,5,70977,,extirpated from most (~80%) of range in Mexico; split fr Y-cr by AOU,5,70977.0,PIFSC-08,extirpated from most (~80%) of range in Mexico; split fr Y-cr by AOUKen comment: extirpated from most (~80%) of range in Mexico; split fr Y-cr by AOU,5,PIFSC-08,,5,PIFSC-08,extirpated from some regions; habitat loss; captured for trade
1049.0,,,landbird,Psittaciformes,Psittacidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,91187,,,4,91187.0,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,extirpated from some regions; habitat loss; captured for trade
1050.0,,,landbird,Psittaciformes,Psittacidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,1,6649161,,,1,6649161.0,NatureServe,,5,PIF CAW 2014,,5,PIF CAW 2014,
1058.0,,,landbird,Passeriformes,Sapayoidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,102872,,,4,102872.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1059.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,1,6664911,,,1,6664911.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1062.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,210710,,,4,210710.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1063.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,28322,,,5,28322.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1064.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,550111,,,3,550111.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1065.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,5494,,,5,5494.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1066.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,565000,,,3,565000.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss; uses primary forest
1068.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,88493,,,4,88493.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1069.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,127462,,,4,127462.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1071.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,235991,,,4,235991.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1072.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,1,8006238,,,1,8006238.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1073.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,490764,,,3,490764.0,Natureserve 3.0,,4,MX-NSAC,Grupo CA-sur: amenazas de 5 es demasiado alta (PIF CAW),4,MX-NSAC,restricted in elevation; primary forest; endanger of extirpation from Mexico
1074.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,280375,,,4,280375.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1075.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,2,3098957,,,2,3098957.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1077.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,1,6007249,,,1,6007249.0,NatureServe,,4,PIF CAW 2014,incertidumbre en tenencia de tierra,4,PIF CAW 2014,
1078.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,62732,,,5,62732.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1080.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,546144,,,3,546144.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1081.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,356290,,,3,356290.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1083.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,356302,,,3,356302.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1084.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,147262,,,4,147262.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1085.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,,,,,4,,PIF CAW 2016,,,,,,4,210370,,,4,210370.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1086.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,362775,,,3,362775.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1087.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,2,3116273,,,2,3116273.0,NatureServe,,5,PIF CAW 2014,suceptible a fragmentación; especializada,5,PIF CAW 2014,
1088.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,2,1536262,,,2,1536262.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1089.0,,,landbird,Passeriformes,Thamnophilidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,245158,,,4,245158.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1090.0,,,landbird,Passeriformes,Conopophagidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,49370,,,5,49370.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1091.0,,,landbird,Passeriformes,Grallariidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,2,1071830,,,2,1071830.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,habitat fragmentation and deterioration; forest floor specialist
1092.0,,,landbird,Passeriformes,Grallariidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,263022,,,4,263022.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1093.0,,,landbird,Passeriformes,Grallariidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,175237,,,4,175237.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1094.0,,,landbird,Passeriformes,Grallariidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,198937,,,4,198937.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1095.0,,,landbird,Passeriformes,Rhinocryptidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,212,,,5,212.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1097.0,,,landbird,Passeriformes,Rhinocryptidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,15621,,,5,15621.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1099.0,,,landbird,Passeriformes,Formicariidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,107795,,,4,107795.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1100.0,,,landbird,Passeriformes,Formicariidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,166348,,,4,166348.0,NatureServe,,4,PIF CAW 2014,puede ser afectado por cambio climático,4,PIF CAW 2014,
1102.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,370923,,,3,370923.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1103.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,3,418187,,,3,418187.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid evergreen forest
1105.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,1,5138392,,,1,5138392.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1106.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,492554,,,3,492554.0,Natureserve 3.0,,4,MX-NSAC-08,threats to humid forests are severe throughout range; suggest TB=4 (Panjabi); la presión a su hábitat no es tan fuerte; hay varias selvas protegidas en el sureste; en su rango de distribución (Macias); Estamos de acuerdo con TB=3 (Berlanga).,4,MX-NSAC,humid and semi-deciduous
1107.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,380137,,,3,380137.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid evergreen forest
1108.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,1,9695048,,,1,9695048.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1110.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,829323,,,3,829323.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid evergreen and semideciduous forest
1111.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 3 to 4 recommended by Central Americans in 2016,,,,,1,5755719,,,1,5755719.0,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,humid pine and evergreen forest
1112.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,1,4663861,,,1,4663861.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid pine and evergreen forest
1115.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,270917,,,4,270917.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1116.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,391961,,,3,391961.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,primary forest
1117.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,1,9861891,,,1,9861891.0,NatureServe,,5,PIF CAW 2014,puede ser afectada por cambio climático; restringido a manglares y áreas cercanas,5,PIF CAW 2014,
1119.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,178591,,,4,178591.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
