id,bcr,aou_52,commonname,scientificname,introduced,bd_g,bd_g_s,bd_g_area,bd_g_com,globalpopest,ps_g,ps_g_s,ps_g_com1,ps_g_com2,ps_g_com3,pt_r,pt_r_s,pt_r_com,tb_r,tb_r_s,tb_r_com,rd_b,rd_b_s,rd_b_com,ppop,ppop_s,substshared,rcs_b,rc,ucc,tnc,tnc_group,cbsd,action,rs,ucs
1565.0,,,landbird,Passeriformes,Turdidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,125742,,,4,125742.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid forest
1566.0,,,landbird,Passeriformes,Turdidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,467570,,,3,467570.0,Natureserve 3.0,NS ok,4,MX-NSAC,global score should reflect regional experts' opinion.,4,MX-NSAC,moderate habitat loss
1569.0,,,landbird,Passeriformes,Turdidae,,1,1,0,0.0,M,,,,4,110000.0,International Bicknell's Thrush Conservation Group (2010),range 26;000-55;000; or 40;000 was previous estimate in 2005 (BirdLife); IBTCG used range-wide data on densities and extent of potential habitat to develop an improved global population estimate. Applying region-specific density data (derived from point c,1.0,110;500,use global,,4,133496,,,4,102051.0,Natureserve 3.0,,3,PIFTC-02,Uses industrial forest in Canada; high altitude.  Camfield;Alaine [NCR]: Listed as threatened in Canada; main threats are forestry-related.  TB listed as 3 or 4 depending on BCR in Canadian BCR strategies. Final score would depend on what people feel for,5,PIFTC-02,Forest in winter ground highly threatened.  threats to winter habitat severe and increasing due to cutting of remnant forest habitats; even in protected areas (KVR)
1572.0,,,landbird,Passeriformes,Turdidae,,1,1,1,1.0,M,,,,2,12000000.0,PIF BBS-based calculation 2016,,1.0,12;000;000,rounded BBS-based calc,,2,3489351,,,3,646795.0,Natureserve 3.0,,3,PIFTC-02,DD='moderately vulnerable to human land use.'  BNA supports its subject to threats from fragmentation and isolation of forested habitats.  New information suggests more flexible in use of breeding habitats than once thought.; Rosenberg: add acid rain as t,4,PIFTC-02,DD='highly vulnerable to human land use and activities.'  BNA supports that primary forests on nonbreeding area are subject to continued loss and pose threat to wood thrushes..  Dependent on lowland wet forests on Gulf/Caribbean slope of Central America -
1579.0,,,landbird,Passeriformes,Turdidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,2082,,,5,2082.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1580.0,,,landbird,Passeriformes,Turdidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,rare in much of range; at least in MX outside of Chiapas,,,,,4,171146,,,4,171146.0,Natureserve 3.0,,4,MX-NSAC,humid pine-oak and cloud forest specialist.,4,MX-NSAC,slight decline in habitat expected; global score should reflect regional experts' opinion
1581.0,,,landbird,Passeriformes,Turdidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,119727,,,4,119727.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,slight decline in habitat expected
1583.0,,,landbird,Passeriformes,Turdidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,118120,,,4,118120.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1589.0,,,landbird,Passeriformes,Turdidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,El rango debe incluir a Honduras (CAW); score change from 5 to 4 recommended by Central Americans in 2016,,,,,5,61317,,,5,61317.0,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional experts' opinion; nonetheless; it is not clear why TN-c would differ from TB-c; given similar habitat use during both seasons.,3,MX-NSAC,tolerant of disturbance
1596.0,,,landbird,Passeriformes,Turdidae,,1,1,1,0.0,PM,,,,2,28000000.0,PIF BBS-based calculation 2016,distance revised to 200 m based on review of large boreal dataset; score reverts to PS=2 (Blancher email; Dec. 20; 2008),1.0,28;000;000,rounded BBS-based calc,,2,3298140,,,3,793419.0,Natureserve 3.0,,3,PIFTC-02,Taiga forest part of range (north) not under threat; but southern wet forests are.,2,PIFTC-02,Moves to low elevation in winter; where may be subject to human impact (CB)
1599.0,,,landbird,Passeriformes,Mimidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,zonas perturbadas; guamiles; matorrales (zonas altas). México en bosque y su periferia (CAW); score change from 5 to 4 recommended by Central Americans in 2016,,,,,4,93125,,,4,93125.0,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional experts' opinion.,3,MX-NSAC,open areas; edge; scrub; global score should reflect regional experts' opinion
1600.0,,,landbird,Passeriformes,Mimidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,146791,,,4,146791.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,requires forest
1632.0,,,landbird,Passeriformes,Ptiliogonatidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,6574,,,5,6574.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1634.0,,,landbird,Passeriformes,Ptiliogonatidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,9592,,,5,9592.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1667.0,,,landbird,Passeriformes,Motacillidae,,1,1,1,0.0,M,,,,3,1200000.0,PIF BBS-based calculation 2016,,1.0,1;200;000,rounded BBS-based calc,,2,1157665,,,2,1689913.0,Natureserve 3.0,NS ok,4,PIFTC-02,among grassland birds; most vulnerable to ag conversion and overgrazing.  Requires natural prairie for nesting and is intolerant of noise from energy extraction and roads (BD via MG); Canadian federal pastures (once thought permanent holdings) returned to,4,PIFTC-02,grazing in winter grasslands a major threat? (KR).  loss of winter habitat across range could threaten persistence of entire species. (CB; KVR; WE; TW; DP); DJK= concerns on wintering range with drought; climate change; overgrazing.
1677.0,,,landbird,Passeriformes,Fringillidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,local within mapped range,,,,,3,464921,,,3,464921.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,less selective in habitat use during non-breeding season
1679.0,,,landbird,Passeriformes,Fringillidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,14924,,,5,14924.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1680.0,,,landbird,Passeriformes,Fringillidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,327696,,,3,327696.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid evergreen forest
1682.0,,,landbird,Passeriformes,Fringillidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,20237,,,5,20237.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1685.0,,,landbird,Passeriformes,Fringillidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,161337,,,4,161337.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,tolerates some fragmentation
1686.0,,,landbird,Passeriformes,Fringillidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,17505,,,5,17505.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1735.0,,,landbird,Passeriformes,Fringillidae,,1,1,1,0.0,PM,,,,3,3000000.0,PIF BBS-based calculation 2016,,1.0,3;000;000,rounded BBS-based calc,,2,1499607,,,2,2639866.0,Natureserve 3.0,,3,PIFTC-02,,3,PIFTC-02,Still dependent on forests in winter; or extensive use of towns and feeders? (KVR); uses feeders in winter; but mostly dependent on cone crops; loss of poderosa pine forests to recent wildlfires (likely climate-change induced) is an increasing threat; sug
1742.0,,,landbird,Passeriformes,Fringillidae,,1,1,1,1.0,PM,,,,2,38000000.0,PIF BBS-based calculation 2016,,1.0,35;000;000,rounded BBS-based calc,,1,7779269,,,1,11945991.0,Natureserve 3.0,,2,PIFTC-02,adaptable; but not enhanced by human disturbance (KR).,2,PIFTC-02,adaptable; but not enhanced by human disturbance (KR)
1743.0,,,landbird,Passeriformes,Fringillidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,5,50226,,,5,50226.0,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional expert's opinion.,3,MX-NSAC,requires forest; severe habitat deterioration expected
1744.0,,,landbird,Passeriformes,Fringillidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,486560,,,3,486560.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest; but uses edge; plantations; etc.
1755.0,,,landbird,Passeriformes,Fringillidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,251937,,,4,251937.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid forest
1756.0,,,landbird,Passeriformes,Fringillidae,,1,1,1,0.0,PM,,,,3,3600000.0,PIF BBS-based calculation 2016,,1.0,3;400;000,rounded BBS-based calc,,2,3930887,,,1,9630990.0,Natureserve 3.0,,3,PIFSC-Dec-08,Rosenberg: threatened by forest cutting in boreal (could be '4?').  See previous comment -- check all boreal forest species now with Canadian experts. (KVR),2,PIFTC-02,
1759.0,,,landbird,Passeriformes,Calcariidae,,1,1,1,0.0,M,,,,3,2900000.0,PIF BBS-based calculation 2016,,1.0,2;900;000,rounded BBS-based calc,,3,797094,,,2,1436439.0,Natureserve 3.0,,4,PIFSC-15,although more abundant/widespread than SPPI and BAIS; CCLO is dependent on relatively undisturbed shortgrass/mixed grass prairie; which is under increased threats from intensifying ag (KVR),4,PIFSC-Dec-08,Said to use cultivated fields.  Shouldn't be worse than SMLO; Rosenberg: threats higher due to rapid loss of Chihuahuan grasslands?
1761.0,,,landbird,Passeriformes,Calcariidae,,1,1,1,0.0,M,,,,3,950000.0,PIF BBS-based calculation 2016,,1.0,950;000,rounded BBS-based calc,,3,684343,,,3,820781.0,Natureserve 3.0,NS maps are correct here though they seem to underestimate the non-breeding distribution in NM to a great extent.  But birds do not occupy all areas of range in any given year.  Difficult to judge but I'm a little surprised by the NS estimate,4,PIFSC-15,Species is declining rapidly; even in strongholds like Pawnee NG; but threats on breeding grounds are unclear; declining within optimal habitats that dot not appear to be changing (AP);  Largely dependent  on heavily grazed shortgrass prairie; which is un,4,PIFSC-Dec-08,Really a 4 in winter? (ED); Rosenberg: theats higher due to disturbance in winter range?.  reevaluate based on current situation in Chihuahuan grasslands of n. Mexico (KVR); Agreed; 4; although does not appear to be heavily dependent on Chihuahuan Desert
1769.0,,,landbird,Passeriformes,Parulidae,,1,1,1,1.0,M,,,,4,400000.0,PIF BBS-based calculation 2016,updated score from PIFTC,1.0,400;000,rounded BBS-based calc,,2,1392211,,,3,944931.0,Natureserve 3.0,NS ok,4,PIFTC-02,Rosenberg: threatened by loss of early successional habitats and hybridization with BWWA.,4,PIFTC-02,new knowledge in winter suggests even more specialized; requires large areas of intact forest; msfs need large areas; does not use agroforestry and coffee to large degree. (CB; KVR; WE; TW; DP); Regularly uses coffee plantations adjacent to forests in the
1772.0,,,landbird,Passeriformes,Parulidae,,1,1,1,1.0,M,,,,3,1800000.0,PIF BBS-based calculation 2016,,1.0,1;800;000,rounded BBS-based calc,,2,2172187,,,3,838753.0,Natureserve 3.0,Nonbreeding range extends too far north in Mexico (and US Gulf coast) --  does not winter  north of Yucatan [H&W] -- but  also winters (rarely?) in Greater and Lesser Antiles; plus Trinidad and tobago (Bond).  Also too extensive in Colombia -- only 1 reco,3,PIFTC-02,,4,PIFTC-02,
1775.0,,,landbird,Passeriformes,Parulidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,3917,,,5,3917.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1783.0,,,landbird,Passeriformes,Parulidae,,1,1,0,0.0,M,,,,3,1300000.0,PIF BBS-based calculation 2016,,1.0,1;300;000,rounded BBS-based calc,,2,1178290,,,2,2011815.0,Natureserve 3.0; PIFSC-08,winter range inaccurate -- includes transients in northern South America.  True winter range probably half of area depicted (restricted to western Amazon Basin and northern Pantanal.  Also; winter range size (>4 million) seems like an error   Ken comment:,3,PIFTC-02,,3,PIFTC-02,"No justification for No threats"" designation; emerging data suggests winters in tropical deciduous; river island; and/or cerrado habitats; which are all under at least moderate threat (KVR)"""
1788.0,,,landbird,Passeriformes,Parulidae,,0,1,1,1.0,M,,,,3,2500000.0,PIF BBS-based calculation 2016,,1.0,2;500;000,rounded BBS-based calc,,2,1969383,,,3,684235.0,Natureserve 3.0; PIFSC-08,Winter map wrong -- shows range throughout West Indies; but described as an uncommon transient there in text (very rare in Cuba); also depicted range in northern South America too large -- only a few records from coastal Colombia and Venezuela -- would re,3,PIFTC-02,,4,PIFSC-Dec-08,Rosenberg: winters in lowland forest; similar to PROWA; WEWA; SWWA
1802.0,,,landbird,Passeriformes,Parulidae,,1,1,0,0.0,M,,,,5,3600.0,Michigan DNR 2008 males x 2,,1.0,3;600,use global,,5,10719,,,5,13438.0,Natureserve 3.0,,4,PIFTC-02,Habitat protected; but vulnerable because there is so little.  conservation reliant -- could be threatened if investments reduced -- esp cowbird management (CB; KVR; WE; TW; DP),5,PIFTC-02,check with Dave Ewert -- are threats really dire or extremely severe? (CB; KVR; WE; TW; DP); Tom to double check; early successional habitat need to be maintained; is not being managed;
1803.0,,,landbird,Passeriformes,Parulidae,,1,1,1,1.0,M,,,,2,8100000.0,PIF BBS-based calculation 2016,,1.0,8;100;000,rounded BBS-based calc,,2,2563513,,,3,610359.0,Natureserve 3.0,,3,PIFTC-02,Rosenberg: moderate affects of forestry in boreal.,3,PIFTC-02,still requires native forest or woodland habitats in main part of winter range; although tolerant of disturbance (KVR)
1804.0,,,landbird,Passeriformes,Parulidae,,1,1,1,1.0,M,,,,3,570000.0,PIF BBS-based calculation 2016,,1.0,570;000,rounded BBS-based calc,,2,1234266,,,3,971392.0,Natureserve 3.0,Distribution appears to be more spotty and concentrated in areas according to BNA; whereas NS shows broader areas; thus likely overstimating size of both wintering and breeding.; ND mapped too far east in Ven; too wide in colombia and venezuela; rare in P,4,PIFTC-02,Rosenberg: threatened by mountaintop mining in Appalachians; loss of bottomland forests.,4,PIFTC-02,
1812.0,,,landbird,Passeriformes,Parulidae,,1,1,1,1.0,M,,,,1,59000000.0,PIF BBS-based calculation 2016,,1.0,59;000;000,rounded BBS-based calc,,1,6311941,,,2,3141118.0,Natureserve 3.0 with adjustment by PIFSC,Comparable to BNA; Range size reduced by 25%; NS wi range map too extensive in S Am (Rosenberg),2,PIFTC-02,,3,PIFTC-02,"seems more appropriate than no threats;"" winters primarily in lowland tropical forest regions; even if tolerant of disturbance (KVR)"""
1820.0,,,landbird,Passeriformes,Parulidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,280,,,5,280.0,BirdLife 2016,,4,PIF CAW 2014,cambio climático y hurcanes,4,PIF CAW 2014,
1821.0,,,landbird,Passeriformes,Parulidae,,1,1,1,1.0,M,,,,3,3400000.0,PIF BBS-based calculation 2016,,1.0,3;400;000,rounded BBS-based calc,,2,1565057,,,3,336441.0,PIFSC-08,score adjusted to reflect range area; 200-km rule no longer applies,3,PIFTC-02,,3,PIFTC-02,still requires native forest or woodland habitats (including mangroves) in main part of winter range; although tolerant of disturbance (KVR)
1825.0,,,landbird,Passeriformes,Parulidae,,0,1,1,1.0,PM,,,,3,3200000.0,PIF BBS-based calculation 2016.  PIF CAW 2016,Especialista de pino (CAW);,1.0,1;700;000,rounded BBS-based calc,,2,1121940,,,3,436298.0,Natureserve 3.0,Comparable with BNA,3,PIFTC-02,,3,PIFTC-02,slight to moderate decline expected
1829.0,,,landbird,Passeriformes,Parulidae,,0,1,1,1.0,M,,,,5,21000.0,FWS GCWA Recovery Plan 1992 & BNA Ladd & Glass 1999.  PIF CAW 2016,Probablemente sea 4; debido a  recientes estudios (CAW);.  cited in BirdLife Int 2000; range 9600-32000,1.0,21;000,use global,,5,33480,,,4,98105.0,Natureserve 3.0,,4,PIFSC-15,deterioration has already occurred; will continue in parts of range; but large areas of habitat on ranch land not threatened by immediate urban development. Threats are still high; but not severe. (CB; KVR; WE; TW; DP; AP); only 3% of occupied area is pro,4,PIFTC-02,No se puede extinguirse en 30-50 anos.  Highly specialized on conditions of pine-oak forest that are fast disappearing in much of winter range (see D. King et al papers).  However; not as threatened as other cloud forest species like pink-headed warbler;
1832.0,,,landbird,Passeriformes,Parulidae,,0,0,1,1.0,PM,,,,4,,Gomez-Panjabi,,,,,,3,341305,,,4,291724.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
1834.0,,,landbird,Passeriformes,Parulidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,4846,,,5,4846.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1835.0,,,landbird,Passeriformes,Parulidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,320,,,5,320.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1836.0,,,landbird,Passeriformes,Parulidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,335158,,,3,335158.0,Natureserve 3.0,,4,MX-NSAC,global score should reflect regional expert's opinion; most regions score as TB=3.,4,MX-NSAC,requires forest; less selective than in breeding season
1838.0,,,landbird,Passeriformes,Parulidae,,0,0,0,1.0,R,,,,4,,A. Panjabi 2017 (guesstimate),,,,,,5,12607,,,5,12607.0,BirdLife & HBW; eBird; AOU Checklist 57th Suppl.,,3,PIF CAW 2015,used score shared by Costa Rica & Panama,3,PIF CAW 2015,used Panama's score as the only region scored
1839.0,,,landbird,Passeriformes,Parulidae,,0,0,0,1.0,R,,,,5,,A. Panjabi 2017 (guesstimate),,,,,,5,1829,,,5,1829.0,BirdLife & HBW; eBird; AOU Checklist 57th Suppl.,,3,PIF CAW 2015,used Panama's score,3,PIF CAW 2015,used Panama's score
1840.0,,,landbird,Passeriformes,Parulidae,,1,1,1,1.0,M,,,,3,3000000.0,PIF BBS-based calculation 2016,,1.0,3;000;000,rounded BBS-based calc,,2,2756662,,,2,1492354.0,Natureserve 3.0 with adjustment by PIFSC,Winter map too extensive in northern South America -- also if shown in Costa Rica and Panama; this is not accurate -- only winters uncommonly in foothills of eastern Panama.  Should stay a '3' not a '2  Ken comment: Reduce range by 30%; Winter map too ext,3,PIFTC-02,,4,PIFTC-02,Rosenberg: winters in mid-elevation forests in Andes and Panama.  Along with Cerulean; GWWA; OSFL; winters primarily in lower montane forests that are highly threatened (KVR)
1841.0,,,landbird,Passeriformes,Parulidae,,1,1,1,1.0,M,,,,1,76000000.0,PIF BBS-based calculation 2016,,1.0,76;000;000,rounded BBS-based calc,,1,7920008,,,2,1369491.0,Natureserve 3.0,,3,PIFTC-02,Most of range in west; where riparian habitat being lost.,2,PIFTC-02,winters in tropical forest (dry and wet montane) regions which are all under moderate threat (KVR); however; it is one of the most widespread warblers in winter; uses urban gardens; parks; ditches; shrubby tree rows in pastures.  Also a broad range of tro
1844.0,,,landbird,Passeriformes,Parulidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,5,59382,,,5,59382.0,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,severe habitat loss
1847.0,,,landbird,Passeriformes,Parulidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,5277,,,5,5277.0,NatureServe,,4,PIF CAW 2014,puede ser afectada por cambio climático,4,PIF CAW 2014,
1848.0,,,landbird,Passeriformes,Parulidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,5185,,,5,5185.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1854.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,8980,,,5,8980.0,NatureServe,,4,PIF CAW 2014,Afectado por mineria y deforestacion en Panama,4,PIF CAW 2014,
1860.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,42951,,,5,42951.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1861.0,,,landbird,Passeriformes,Thraupidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,5,16629,,,5,16629.0,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,severe habitat loss
1865.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,3053,,,5,3053.0,NatureServe,,4,PIF CAW 2014,solo la mitad de la poblacion esta dentro de areas protegidas,4,PIF CAW 2014,
1866.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,12136,,,5,12136.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1868.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,133798,,,4,133798.0,NatureServe,,4,PIF CAW 2014,Deforestacion,4,PIF CAW 2014,
1870.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,38655,,,5,38655.0,NatureServe,,3,PIF CAW 2014,Esta mas amenazada en el occidente de Panama,3,PIF CAW 2014,
1871.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,5,74552,,,5,74552.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1872.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,272086,,,4,272086.0,NatureServe,,4,PIF CAW 2014,Ganaderia,4,PIF CAW 2014,Ganaderia
1875.0,,,landbird,Passeriformes,Thraupidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,3,479882,,,3,479882.0,Natureserve 3.0,NS maps more accurate -- especially since probably occupies part of range in any year.,4,MX-NSAC,,4,MX-NSAC,poorly known; bamboo specialist
1876.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,4775,,,5,4775.0,NatureServe,,4,PIF CAW 2014,puede ser afectada por cambio climático y incendios; especializada en bambu,4,PIF CAW 2014,
1878.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,8971,,,5,8971.0,NatureServe,,3,PIF CAW 2014,adaptable,3,PIF CAW 2014,
1880.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,15769,,,5,15769.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1881.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,21543,,,5,21543.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1882.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,152578,,,4,152578.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1886.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,1,7154049,,,1,7154049.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1887.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,193023,,,4,193023.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1889.0,,,landbird,Passeriformes,Thraupidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,249037,,,4,249037.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,extreme area-sensitivity; requires primary forest
1890.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,92406,,,4,92406.0,NatureServe,,4,PIF CAW 2014,Perdida de habitat en Nicaragua que es donde esta la mayor parte de su distribucion,4,PIF CAW 2014,
1891.0,,,landbird,Passeriformes,Thraupidae,,0,0,1,1.0,R,,,,3,,PIF CAW 2016,score change from 4 to 3 recommended by Central Americans in 2016,,,,,4,235914,,,4,235914.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,requires forest but uses edge
1897.0,,,landbird,Passeriformes,Thraupidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,235088,,,4,235088.0,Natureserve 3.0,,4,MX-NSAC,warrants TB=4 range-wide due to threats to habitat and narrow habitat requirements (humid foothill forest).,4,MX-NSAC,requires forest
1900.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,200158,,,4,200158.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1902.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,56405,,,5,56405.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1915.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,24,,,5,24.0,NatureServe,,3,PIF CAW 2014,por las ratas y gatos ferales introducidos,3,PIF CAW 2014,
1919.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,52986,,,5,52986.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1921.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,Not evaluated,,,,,2,1540276,,,2,1540276.0,NatureServe,,4,PIF CAW 2014,ligado a bambu; usa arrozales,4,PIF CAW 2014,
1928.0,,,landbird,Passeriformes,Thraupidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,1,6264103,,,1,6264103.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1937.0,,,landbird,Passeriformes,Incertae sedis,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,147346,,,4,147346.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,dry forests
1938.0,,,landbird,Passeriformes,Incertae sedis,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,167445,,,4,167445.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1943.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,6577,,,5,6577.0,NatureServe,,3,PIF CAW 2014,en las alturas pero es una generalista,3,PIF CAW 2014,
1944.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,1206,,,5,1206.0,NatureServe,,5,PIF CAW 2014,está afuera de áreas protegidas,5,PIF CAW 2014,
1945.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,3408,,,5,3408.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1946.0,,,landbird,Passeriformes,Emberizidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,694967,,,3,694967.0,Natureserve 3.0,NOTE -- general comment for Neotropical species -- map depiction very accurate (e.g. elevation ranges); but this is different from depictions of winter ranges of migrants -- possibly should 'smooth' distributions more to make more comparable??,4,MX-NSAC,,4,MX-NSAC,humid evergreen forest
1947.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,9544,,,5,9544.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
